user_id,region,age_group,interacted
c1a289be-10f6-4a17-b526-d36b5135c2e7,Madeira,46-55,0
9f632405-cbd3-41d3-95a6-cd89900a0c66,Norte,56-65,0
5e351a34-7248-462e-bd3a-4182de05cb72,Centro,18-25,0
8a407bb9-dba6-4e92-bbf7-e9c9c9581b4d,Lisboa,18-25,0
a0a455ff-512c-4402-a2fa-73d1d6e96026,Norte,36-45,0
647a815b-a976-4e34-b066-c589fad83a13,Norte,65+,0
66ca25c4-09fa-45cc-b45d-3254a7a3c79f,Norte,36-45,0
bc94a80c-9f89-4d94-b81e-1653aefa54d3,Lisboa,65+,0
1876a29f-7d6f-436e-b865-c170de1a8600,Norte,65+,0
08991b98-7ce2-4315-8cf5-190883c19415,Centro,65+,1
264e48f5-14b4-41e1-ba3d-a8e0da0b06ce,Lisboa,18-25,0
eebd4757-ebee-4ca2-bf85-422653593d26,Lisboa,36-45,1
1a5c01ec-e786-49c7-a363-a249842b3c52,Norte,56-65,0
2a1a17d3-7e3a-4ae5-a54f-a02443c3e724,Algarve,56-65,0
fd6dede5-912f-44b2-9c56-73482035c163,Norte,36-45,0
8fd3be1f-c340-4201-b8bf-076c9f13b288,Centro,46-55,0
de8923b9-911c-4aa9-83d8-8c0a20453546,Lisboa,65+,0
5cbc83a1-aadc-4c46-ab33-f8de8603c3e3,Alentejo,46-55,0
da15203d-1daa-40c3-b507-72bd9a698b86,Lisboa,26-35,0
182e9b1a-0270-4a12-ad29-c1203b415f8d,Centro,26-35,0
9db42e76-4efe-48c4-8087-945d8392785f,Lisboa,56-65,0
814e7c1f-ff66-42dd-abd9-437ab0584364,Centro,65+,0
7ac94687-eb5e-401d-8984-e943f3be120b,Norte,65+,1
c7c600ef-c5a5-4dcc-ad8c-e8b694ba17a2,Norte,36-45,0
c9170831-d72f-4d0f-838b-cba2b21d039c,Norte,26-35,0
4f8a3c83-ebb2-4768-a683-7cfe4b0cb811,Norte,65+,0
2d70e2e9-8124-403a-8570-0d7c99c010f3,Lisboa,65+,0
01656dd1-6952-4b55-a191-6cdee5e69300,Lisboa,65+,0
99ee2406-4e8b-4232-a997-e89f769a5dc6,Lisboa,56-65,0
94862add-98a7-4b65-92f7-ae298b694836,Norte,65+,0
1155ef96-861d-4be1-b631-48b73d3b5778,Centro,26-35,0
77756d9c-5256-4b33-afeb-4707fb7ed346,Madeira,36-45,0
86ebb3c4-ce13-4005-8a80-0905a88806d7,Algarve,18-25,0
70aa400a-a691-441d-8b28-53d72362d98f,Algarve,18-25,0
2e8b79fa-63e4-422f-87af-6a3fac61382f,Centro,56-65,0
54e8da62-2862-4d16-bda4-41db99e53253,Lisboa,36-45,0
2c4d5211-3f16-4b78-b8c7-c42119430ba5,Norte,46-55,0
adb6c737-b31a-4b3e-b6a9-abe46d2d08f3,Centro,56-65,0
e513c328-6053-4643-9d00-301732b41759,Norte,36-45,0
f180859d-b648-453b-9fb8-a60c4bc62038,Norte,56-65,0
c37d5d25-a66d-46f4-9ff3-7238ba8ed43b,Lisboa,46-55,0
c821462d-6ece-4dc9-be1b-313103caafa7,Lisboa,26-35,0
a6117e5c-b45a-4282-92a6-aa6643cd4d1b,Norte,65+,0
049c1e95-6d76-4d34-a8a3-2f8e5e2b7f03,Lisboa,36-45,0
1e506ecc-7e24-4a12-a276-05ec66905215,Centro,36-45,0
ae5392ae-d98e-4e16-8bf5-64340198c745,Centro,36-45,1
7288ef06-8c3b-4bf2-8e63-61fba36df000,Madeira,65+,0
0b930ad5-4d31-46b0-9e53-8370050c7475,Lisboa,36-45,0
0b29b6c2-eaa2-40d5-8d56-27780f54b90b,Centro,26-35,0
9c506b00-7f22-4b7a-99d2-809bcdf4bf40,Lisboa,56-65,0
dbf3f3a6-3939-42a6-9d35-acfcec47dcf0,Centro,56-65,0
be217464-9c31-46c3-8063-6437bef22792,Lisboa,65+,0
87566d01-8767-4023-8e49-1ebff99e6651,Lisboa,56-65,0
0724fac4-5d8e-45f2-ada2-0707cb3ead0b,Lisboa,36-45,0
9b75b5a1-8511-42b0-bbd0-ece90de50731,Alentejo,36-45,0
5721a149-7d97-4175-b5f5-50b525298e1c,Centro,36-45,0
8a3fa5bc-f44a-4ac7-a07d-30fabcf7ee3b,Lisboa,65+,0
2ba7b3c9-0fac-4dc0-9e35-18c6bcaad66f,Lisboa,46-55,1
96cdc749-0c83-4eeb-8a18-13a36ce54a58,Norte,46-55,0
4627bfc5-bfbe-47a5-ae83-520638778d24,Norte,46-55,0
6b54a987-c5f9-43c3-890d-23d2599e3332,Centro,46-55,0
c08b48dc-6f08-4551-89d5-52c4685cb7ea,Centro,36-45,0
eefae7be-5b8e-46ec-8c85-745647e46783,Norte,56-65,0
726f624f-faa9-46e6-9bbf-0d964513943a,Centro,46-55,0
6380eeba-8758-4203-80a7-1ae254d36efb,Centro,26-35,0
2b2c6cf7-40e1-410c-ab29-57d8b7736eb7,Norte,56-65,0
d1a7e1a0-e276-4e6c-9d05-7e5e59ac4884,Lisboa,36-45,0
3f17f5ae-49e2-4d07-b2a8-a49b82355b8a,Centro,18-25,0
8f68cafd-62c0-40e8-aae9-7987fe6627a6,Norte,36-45,0
81bfcb8b-42a0-4c45-996c-0c5c847417e4,Lisboa,65+,0
a3d8847c-4b36-4f44-ad17-b26630d421c6,Lisboa,46-55,0
cae3a575-cb87-4425-b20b-ecbe0c72ad0a,Lisboa,65+,0
26311a8f-3bd6-4caa-8e53-44dd5e6e817f,Norte,65+,0
0199591b-f692-425b-ab0f-699c95e2790a,Norte,65+,0
12e40f9a-eb2e-4c0f-9458-093a27fc119a,Norte,65+,0
6bc9f60c-200c-4099-82bc-27e21b5c2063,Lisboa,56-65,0
f55cc399-3b59-4941-a4c2-91a40c31c267,Norte,65+,0
8f5b7ddd-6977-405b-8869-d5000e163bb0,Lisboa,65+,0
3ab50b5f-9552-412e-ab52-21e90b37a52e,Norte,65+,0
dfda01c0-0bd3-45ed-98ca-3e8e47db8aea,Centro,46-55,0
35f8f31c-a297-4fda-91ab-1c06a124466e,Lisboa,56-65,0
4002d375-6f33-4842-8671-09230b9bb679,Norte,18-25,0
b60ccc24-3720-4f7e-b462-652eda918ded,Norte,65+,0
37901267-5c24-459d-80da-15587c6879c4,Norte,26-35,0
6fdb13a1-5fc4-4579-be45-f487ba1f9959,Lisboa,46-55,0
61d11515-9509-49b2-80b7-c7fc3ccf68d4,Alentejo,26-35,0
b918d96b-74e2-49cc-9248-2e6f34972644,Centro,56-65,0
b6b70d04-2d30-4123-964f-a56eb4750dc6,Madeira,26-35,0
806a8594-2fbc-4e50-b54c-728f8494014f,Norte,26-35,0
92cea844-a391-4dba-b83c-3ce374a34787,Centro,46-55,0
43de973c-f56b-4a22-b71e-79ed34eadf6c,Lisboa,65+,0
71809446-a51d-481d-bb34-59c310e61543,Norte,26-35,0
8ccdb591-fba1-4581-acb9-5a2a46c82d34,Algarve,65+,0
e0e3c752-1092-4432-bf89-01594b5a4d16,Norte,65+,0
253ff023-d1a1-4379-8f04-b19a1653f7de,Norte,46-55,0
ac2d06cf-32ad-48d5-acfa-c1e942050b11,Centro,26-35,1
d65fad78-551b-4919-8bb2-7606415b32eb,Centro,65+,0
3493934c-5580-423d-890f-a85661960c6d,Norte,65+,0
14b9c63b-2c8c-4dd5-b6cc-ae7942f724a3,Norte,65+,0
fc2bfa4c-71c6-487d-bbed-8a3f24cb1038,Alentejo,56-65,0
21b179a9-27de-4692-88e5-df1e5e6ada61,Norte,26-35,0
73aac249-8c41-483e-8935-9836afdbfaad,Centro,46-55,0
80412f33-eca2-44d9-a424-bc63ca1af615,Centro,36-45,0
f192b209-0920-438b-944c-28e3c82825d3,Centro,65+,0
db19a579-cc24-4c65-9c60-f9dac8911512,Norte,56-65,0
172f434d-306c-466d-b9bd-e75f2fb0641f,Norte,26-35,0
4e6c5729-f6ae-421c-94ad-0ad10618dd3a,Lisboa,26-35,0
32e05525-71e5-4a34-bce0-a12eb053066e,Norte,18-25,0
e585422e-0b3d-46f5-9871-6e255d1fd060,Centro,65+,0
42b44099-ae30-4d5d-bbcb-e0d2b7d8f4de,Norte,56-65,0
12d8992f-2b3b-4d78-a4c0-eb329d329d9f,Norte,36-45,0
5adbe48a-cf08-45af-b338-ba9fd3357a2c,Lisboa,18-25,0
5fd9061c-f996-4602-b5bd-404c2acf8f29,Algarve,46-55,0
73674cbb-e74d-4ce2-879e-64465d269011,Norte,56-65,0
3700063d-a52d-4e76-9897-92d5039ea4c4,Madeira,56-65,0
1a3c4ed8-60f7-4e9d-9f67-404fc7679af6,Norte,26-35,0
d9dbac13-25fb-47bb-8dd3-e02da74e1f22,Centro,26-35,0
f98abaeb-7efa-4a44-82a7-0f5f6886b055,Centro,65+,0
c26dd266-a1a2-4983-818d-6f914c6793aa,Norte,46-55,0
5f6cd2b3-b615-4c5c-be4b-de2eba27d98a,Centro,56-65,0
fd25f9e7-0ddf-479f-b693-09d8a2984345,Norte,56-65,0
83511889-846e-4c5f-8983-20dea267fca8,Alentejo,18-25,0
51efe02a-65f0-4d17-ad4c-deb408a82300,Norte,36-45,0
d653d990-249d-464b-92d8-11c35a942155,Norte,46-55,0
d3601d01-90e4-463b-bf52-3b8aeaea9520,Centro,56-65,0
9839bd58-addb-4245-bc5d-f4ae1e55eae1,Centro,36-45,0
5e29063b-9dd9-41b6-a8e1-dfab8b8c32b0,Lisboa,26-35,0
b8e7beaa-6d93-41c5-a065-33308da93dd9,Norte,36-45,0
12be1fd6-aaec-43b2-ba1b-bee49f6aab2a,Alentejo,36-45,0
bf82a219-5c5d-4c8b-acea-72749c9bc2d5,Norte,18-25,0
ae8bb7c9-5580-4cbc-bb17-355cdbb7eb9e,Norte,26-35,0
5ba67c68-2944-4c5f-a0df-04ef3f50e6ba,Lisboa,36-45,0
df096b75-cf91-4e5a-8e8e-3189bac17910,Centro,36-45,0
433cd643-4202-4881-912e-5b714f31cea7,Norte,56-65,0
d902b242-28a3-4689-94de-e245aed72c30,Azores,65+,0
38e09a7e-ebaf-4351-83e8-f5241069f3fb,Norte,36-45,0
09dfc4d8-0cfb-4cef-9afb-d198389c64ec,Lisboa,36-45,0
f96a8387-c764-4781-9d9a-ff7190b437ce,Norte,46-55,0
700cc6f2-47c7-44fd-a17e-0fe4332f01ad,Azores,36-45,0
055ce917-7c7a-4ec9-957d-d787ec99ebfe,Alentejo,65+,0
8340bad9-d052-4de6-94cf-e3ba11eecc9b,Norte,18-25,0
aa06dfe0-3d4c-4d39-9d77-59522a84eb6b,Norte,46-55,0
0f957cd0-d097-4b5d-abf3-5b20505a024d,Norte,46-55,0
8fb8a194-8747-4fab-9669-e0e485166be3,Norte,18-25,0
3f545382-ff21-4f58-9624-92baee5399c5,Norte,36-45,0
2f5f4569-6589-43e9-a3a3-284a93c5d85b,Norte,65+,0
eee6bb57-d19f-407e-9e9e-4b1641e37198,Norte,46-55,0
1b7c7dab-924a-4c2f-9241-8987fc6b604f,Alentejo,56-65,0
d878dc83-80d0-4eb6-91ef-ac643431b82b,Norte,36-45,0
5c705f6b-b07e-409f-8d04-8526aa0ad820,Algarve,36-45,0
0e499a7f-6cd8-4c2a-ae81-6174b3c2cf37,Lisboa,36-45,0
aac94b76-0ac0-483c-8c1d-6bb752981feb,Norte,46-55,0
47362ad4-6eb3-4899-b1b5-730281b6f604,Centro,65+,0
d9de1070-2296-43bf-9445-85822ace5478,Centro,36-45,0
5d79e891-9dba-4ffc-9e01-3604e89cffb3,Lisboa,46-55,0
edacfdc4-9f4c-4a7f-a681-9babe5b440ed,Lisboa,46-55,0
3cd7c53e-3097-4ede-98ee-ab3c67d5cf55,Norte,56-65,0
59f1962a-0e21-4098-887d-3b7f009728fd,Madeira,26-35,0
72cb537f-4b70-4480-9f8f-a0aef3f2ca3c,Norte,36-45,0
09dd853f-68ff-4aa0-84dd-7a114474eb2c,Norte,56-65,0
fc50a7d3-e7d6-4f36-bbf9-490342255f74,Norte,65+,0
a93484cf-8994-427e-9cb8-dec6634673a3,Norte,65+,0
92139e96-26b9-4bbe-a84e-e83d980e8182,Centro,65+,0
5f3d4113-33c7-498b-b48f-219cc9d43df4,Norte,18-25,0
ff4ea13a-b4e5-414f-9ddd-ff732e272a77,Lisboa,46-55,0
d1e1a68d-03af-4121-8da0-0e1caa5bbf12,Norte,65+,0
db40700b-9064-4ec2-bfa2-1149c176be71,Centro,65+,0
00698a19-58b8-4e12-ade3-e8f705b4f9e8,Centro,46-55,0
3a644dd1-668f-4949-8746-a005e3be849b,Azores,46-55,0
95fe6e4d-2d66-498e-aa8b-6b76f946d47e,Lisboa,18-25,0
fe05d66f-f2c1-4341-b4e2-21fd12c3db17,Centro,56-65,0
5ecde78d-297c-47ca-ac2e-2b643141b2d6,Norte,36-45,0
d34160c8-668c-42f1-a54a-423cf896579a,Centro,56-65,0
e46a131a-c01f-4138-94ef-d7893d9a3a9c,Norte,56-65,0
fc644d6a-1eb9-4163-a726-65411fb1fed8,Lisboa,65+,0
f8e511d6-0ffe-43d6-ad95-15cb1fcbb4e8,Centro,65+,0
ec09102a-c30c-41c4-b9cb-019c44f8dac1,Norte,65+,0
33d1c8e6-670c-4839-b808-9d8539020109,Centro,46-55,0
5e7c2e95-84f1-487c-8466-30bd68bc996d,Norte,18-25,0
78b125e5-ab92-4ed8-bfd3-6a909b196596,Centro,26-35,0
1c7c6217-f917-448b-9f65-63a6191825c3,Algarve,56-65,0
dedde129-df35-4a50-9ae5-199882ae10c4,Centro,36-45,0
342a7e58-814d-46ed-92cf-cb64928ec3c7,Centro,26-35,0
cf7779da-b902-4dbe-a7b1-3c5697296b5a,Lisboa,18-25,0
99b12455-daff-4bfe-9602-af1a050ffb6e,Norte,65+,0
980c2862-c351-4c78-9d6a-893f88ad002e,Norte,46-55,0
c41850c4-519e-43fc-88ca-c2868a3c80c3,Lisboa,46-55,0
c64c788e-e8bf-4467-be00-1dd4fa663a51,Centro,56-65,0
44d831a9-ca23-4c8e-9321-7d869a602cbd,Centro,65+,0
70ed8589-e9bb-4a67-9e3e-b805fce959a3,Madeira,18-25,0
17cb20e9-8449-47b1-a888-c4dd64a43e75,Lisboa,56-65,0
7a90f580-6f2d-42e4-96d9-fe1a28d37fd3,Norte,65+,0
fa8ece73-802d-4202-9797-43d0330a215d,Centro,18-25,0
220dd115-9e57-4d88-9f8c-ea2d220a51f8,Norte,46-55,0
aead9b5a-ab5a-4c1d-ae99-ebc2753f814d,Lisboa,26-35,0
80e8ef86-a9e2-4ad1-b39e-7d2d8fa8b3b2,Alentejo,46-55,0
50a8d03a-4357-454b-b1dc-399281e7c871,Centro,36-45,0
a50e956c-20a5-4b36-ac4b-6f94d60c04f0,Azores,46-55,0
eed1f368-a556-4105-a276-666b02992750,Centro,65+,0
d59ce0e9-9ebe-43bd-9c4c-6004a5bc61da,Alentejo,26-35,0
ebaa2bce-421e-4a0c-8208-56f4032d50e6,Lisboa,56-65,0
b266e28d-a0de-4eb9-8454-b3ecba4c2957,Lisboa,26-35,0
ffeec033-d5d6-4288-b621-abcb24e90174,Lisboa,26-35,0
ef339bff-2546-4d04-b48e-aec0ecb3acae,Lisboa,65+,0
85e427fd-fd66-445c-81f9-01d40a6a1032,Azores,56-65,0
aa56f195-c550-4fb2-86c5-91bdff967327,Norte,46-55,0
278a937b-fbb7-46c1-92f7-c89a47b14c7f,Centro,56-65,0
38513466-c041-4c1f-a5a6-43fe6ea946aa,Lisboa,65+,0
c7e2c080-6aa0-4cab-834a-0c1e40d0e03a,Norte,36-45,0
f135f7b2-4558-4348-8cbe-3c2155972a0e,Lisboa,46-55,0
623d8609-a58d-4db9-8698-da9175c96966,Madeira,36-45,0
5075714b-2253-4cb3-bdb8-5378a83a44d7,Centro,56-65,0
f554f996-c1b3-4643-9b73-188786c6e6da,Norte,18-25,0
ac88f785-0019-4626-836c-0a4f959d72d3,Alentejo,65+,0
f1a22a32-a821-425b-ad35-5af939c04ab9,Lisboa,65+,0
e121524c-07a7-483e-9294-24c0915514f4,Centro,46-55,0
3376c158-af10-44ee-8f2c-a86fa7ed12c1,Norte,36-45,0
54b23cf2-9b3e-44a2-a962-eeaa6763a3da,Centro,56-65,0
edf02d1a-f7d8-4a46-9ced-4c95422b00bd,Norte,56-65,0
07c7afd4-1c2a-447c-983f-4c1a58b355d6,Centro,46-55,0
6cf6d40c-bc57-4e6c-be4c-bd50160b0fbb,Centro,56-65,0
024406ea-a72a-464c-b789-dcd269401c55,Centro,65+,0
3d527dfb-172f-45a3-a4f3-4369569bdc78,Centro,36-45,0
97bb1bb0-5b45-4af7-a117-17bbfc4569aa,Alentejo,56-65,0
f5d07ee8-3172-47f4-88ca-cdf4cda5e795,Centro,18-25,0
5d0b4785-5832-40e1-b605-ebb881f1c2f9,Norte,36-45,0
defeddde-9d74-4445-9866-f93f7a0494e5,Alentejo,65+,0
bfabddbf-4afd-4b99-8b45-61ea6223f76a,Lisboa,65+,0
d9f39022-28ba-4ad6-8157-118843fbb1f0,Norte,65+,0
571fc0bd-9792-4140-8310-1bfb2ff166c5,Madeira,65+,0
830e56f8-96c8-456a-aaa9-641fb045e1ab,Norte,65+,0
c5cb1813-33ce-4e3c-9c5f-78a70723b88a,Azores,65+,0
c9be939e-32da-421e-b403-6d2880707233,Centro,56-65,0
54c6401e-b47f-4e00-9801-f5dbaf3d95d5,Azores,26-35,0
f63f467e-2eb6-445d-a4b1-736c45655b87,Centro,65+,0
a6fc4ac8-9ad9-497d-8fa7-6964cc500cf3,Norte,46-55,0
36c3af9e-a58b-494f-bf7a-47d2e9b48f5b,Lisboa,26-35,0
c43a994a-ee54-45c8-ad48-6ff5f31879b1,Norte,56-65,0
5e726af5-7358-46c9-a4d4-bbe7c92820bb,Centro,18-25,0
3f84adfa-7934-4fa6-bbe7-847494bd1ff1,Lisboa,56-65,0
b2dedcc4-9561-4eb3-ae8e-958a59d6c088,Norte,26-35,0
6c4988e6-891b-44bd-9c22-d23a7bb02bfe,Alentejo,46-55,1
043f5ac2-4efb-4b83-89ad-ec7c859d3320,Centro,46-55,0
02921268-52ba-4aee-819d-d09b57ff8cb8,Centro,26-35,0
e17e0068-99dd-4be0-8958-75cff850467f,Centro,46-55,0
56d62b24-b7db-4bb4-8353-0e0cbe753f5c,Centro,18-25,0
bec6075c-d66c-4a64-8c74-c9f950c212ae,Lisboa,26-35,0
c254888f-120b-49d4-9959-d5da4f51bb22,Norte,36-45,0
e3395f1c-d1c1-48fc-ad46-ff1dfb74f77a,Norte,56-65,0
56477e2c-512b-4dd8-bf46-d3734c48f3c3,Norte,26-35,0
66a1667b-84bb-4318-8f16-27c689c1e497,Lisboa,46-55,0
